eliteId,PlayerName,BirthDate,BirthYear,BirthMonth,BirthDay,Birthplace,Nation,Height_info,Height,Weight_info,Weight,Position_info,Position,Shoots,DraftYear,DraftRound,Overall,OverallBy,Season,Team,League,GameType,GP,G,A,P,PIM,PlusMinus
8764,Scott Hartnell,1982-04-18,1982,04,18,"Regina, SK, CAN",Canada,"188 cm / 6'2""",74,97 kg / 214 lbs,214,LW,L,L,2000,1,6,Nashville Predators,1999-2000,Prince Albert Raiders,WHL,Regular Season,62,27,55,82,124,13
8764,Scott Hartnell,1982-04-18,1982,04,18,"Regina, SK, CAN",Canada,"188 cm / 6'2""",74,97 kg / 214 lbs,214,LW,L,L,2000,1,6,Nashville Predators,1999-2000,Prince Albert Raiders,WHL,Playoffs,6,3,2,5,6,-4 
339,Lars Jonsson,1982-01-02,1982,01,02,"Borlange, SWE",Sweden,"187 cm / 6'2""",74,94 kg / 207 lbs,207,D,D,L,2000,1,7,Boston Bruins,1999-2000,Leksands IF J18,J18 Allsvenskan,Regular Season,0,0,0,0,0,Null
339,Lars Jonsson,1982-01-02,1982,01,02,"Borlange, SWE",Sweden,"187 cm / 6'2""",74,94 kg / 207 lbs,207,D,D,L,2000,1,7,Boston Bruins,1999-2000,Leksands IF J18,J18 Allsvenskan,Playoffs,4,0,1,1,10, 
339,Lars Jonsson,1982-01-02,1982,01,02,"Borlange, SWE",Sweden,"187 cm / 6'2""",74,94 kg / 207 lbs,207,D,D,L,2000,1,7,Boston Bruins,1999-2000,Leksands IF J20,SuperElit,Regular Season,34,16,22,38,50,Null
339,Lars Jonsson,1982-01-02,1982,01,02,"Borlange, SWE",Sweden,"187 cm / 6'2""",74,94 kg / 207 lbs,207,D,D,L,2000,1,7,Boston Bruins,1999-2000,Leksands IF J20,SuperElit,Playoffs,2,0,0,0,0, 
339,Lars Jonsson,1982-01-02,1982,01,02,"Borlange, SWE",Sweden,"187 cm / 6'2""",74,94 kg / 207 lbs,207,D,D,L,2000,1,7,Boston Bruins,1999-2000,Leksands IF,SHL,Regular Season,5,0,0,0,4,-2
339,Lars Jonsson,1982-01-02,1982,01,02,"Borlange, SWE",Sweden,"187 cm / 6'2""",74,94 kg / 207 lbs,207,D,D,L,2000,1,7,Boston Bruins,1999-2000,Sweden U18,WJC-18,Regular Season,6,0,0,0,2,2
339,Lars Jonsson,1982-01-02,1982,01,02,"Borlange, SWE",Sweden,"187 cm / 6'2""",74,94 kg / 207 lbs,207,D,D,L,2000,1,7,Boston Bruins,1999-2000,Sweden U18 (all),International-Jr,Regular Season,17,3,4,7,24,Null
10221,Nikita Alexeyev,1981-12-27,1981,12,27,"Murmansk, RUS",Russia,"197 cm / 6'6""",78,103 kg / 227 lbs,227,RW,R,L,2000,1,8,Tampa Bay Lightning,1999-2000,Erie Otters,OHL,Regular Season,64,24,29,53,42,-3
10221,Nikita Alexeyev,1981-12-27,1981,12,27,"Murmansk, RUS",Russia,"197 cm / 6'6""",78,103 kg / 227 lbs,227,RW,R,L,2000,1,8,Tampa Bay Lightning,1999-2000,Erie Otters,OHL,Playoffs,13,4,3,7,6,2 
8648,Mikhail Yakubov,1982-02-16,1982,02,16,"Barnaul, RUS",Russia,"191 cm / 6'3""",75,96 kg / 212 lbs,212,C,C,L,2000,1,10,Chicago Blackhawks,1999-2000,Lada Togliatti-2,Russia3,Regular Season,35,12,12,24,34,Null
8648,Mikhail Yakubov,1982-02-16,1982,02,16,"Barnaul, RUS",Russia,"191 cm / 6'3""",75,96 kg / 212 lbs,212,C,C,L,2000,1,10,Chicago Blackhawks,1999-2000,Russia U18,WJC-18,Regular Season,6,1,5,6,2,6
9561,Pavel Vorobyev,1982-05-05,1982,05,05,"Karaganda, KAZ",Russia,"182 cm / 6'0""",72,88 kg / 194 lbs,194,C,C,L,2000,1,11,Chicago Blackhawks,1999-2000,Torpedo Yaroslavl,Russia,Regular Season,8,2,0,2,4,Null
9561,Pavel Vorobyev,1982-05-05,1982,05,05,"Karaganda, KAZ",Russia,"182 cm / 6'0""",72,88 kg / 194 lbs,194,C,C,L,2000,1,11,Chicago Blackhawks,1999-2000,Torpedo Yaroslavl,Russia,Playoffs,10,2,2,4,0, 
9561,Pavel Vorobyev,1982-05-05,1982,05,05,"Karaganda, KAZ",Russia,"182 cm / 6'0""",72,88 kg / 194 lbs,194,C,C,L,2000,1,11,Chicago Blackhawks,1999-2000,Torpedo Yaroslavl-2,Russia3,Regular Season,40,19,15,34,20,Null
9561,Pavel Vorobyev,1982-05-05,1982,05,05,"Karaganda, KAZ",Russia,"182 cm / 6'0""",72,88 kg / 194 lbs,194,C,C,L,2000,1,11,Chicago Blackhawks,1999-2000,Russia U18,WJC-18,Regular Season,6,2,6,8,10,4
9555,Alexei Smirnov,1982-01-28,1982,01,28,"Tver, RUS",Russia,"193 cm / 6'4""",76,97 kg / 214 lbs,214,LW,L,L,2000,1,12,Anaheim Ducks,1999-2000,Dynamo Moskva,Russia,Regular Season,1,0,0,0,0,Null
9555,Alexei Smirnov,1982-01-28,1982,01,28,"Tver, RUS",Russia,"193 cm / 6'4""",76,97 kg / 214 lbs,214,LW,L,L,2000,1,12,Anaheim Ducks,1999-2000,Dynamo Moskva-2,Russia3,Regular Season,12,5,3,8,34,Null
9555,Alexei Smirnov,1982-01-28,1982,01,28,"Tver, RUS",Russia,"193 cm / 6'4""",76,97 kg / 214 lbs,214,LW,L,L,2000,1,12,Anaheim Ducks,1999-2000,THK Tver,Russia2,Regular Season,28,3,1,4,53,Null
9555,Alexei Smirnov,1982-01-28,1982,01,28,"Tver, RUS",Russia,"193 cm / 6'4""",76,97 kg / 214 lbs,214,LW,L,L,2000,1,12,Anaheim Ducks,1999-2000,Russia U18,WJC-18,Regular Season,6,3,4,7,16,9
9037,Ron Hainsey,1981-03-24,1981,03,24,"Bolton, CT, USA",USA,"190 cm / 6'3""",75,95 kg / 209 lbs,209,D,D,L,2000,1,13,Montreal Canadiens,1999-2000,UMass-Lowell,NCAA,Regular Season,30,3,8,11,20,1
9037,Ron Hainsey,1981-03-24,1981,03,24,"Bolton, CT, USA",USA,"190 cm / 6'3""",75,95 kg / 209 lbs,209,D,D,L,2000,1,13,Montreal Canadiens,1999-2000,USA U20,WJC-20,Regular Season,7,1,1,2,4,1
8710,Vaclav Nedorost,1982-03-16,1982,03,16,"Ceske Budejovice, CZE",Czech Rep.,"186 cm / 6'1""",73,86 kg / 190 lbs,190,LW/C,L,L,2000,1,14,Colorado Avalanche,1999-2000,HC Ceske Budejovice U20,Czech U20,Regular Season,14,4,7,11,4,3
8710,Vaclav Nedorost,1982-03-16,1982,03,16,"Ceske Budejovice, CZE",Czech Rep.,"186 cm / 6'1""",73,86 kg / 190 lbs,190,LW/C,L,L,2000,1,14,Colorado Avalanche,1999-2000,HC Ceske Budejovice,Czech,Regular Season,38,8,6,14,6,4
8710,Vaclav Nedorost,1982-03-16,1982,03,16,"Ceske Budejovice, CZE",Czech Rep.,"186 cm / 6'1""",73,86 kg / 190 lbs,190,LW/C,L,L,2000,1,14,Colorado Avalanche,1999-2000,HC Ceske Budejovice,Czech,Playoffs,3,0,0,0,0,-1 
8710,Vaclav Nedorost,1982-03-16,1982,03,16,"Ceske Budejovice, CZE",Czech Rep.,"186 cm / 6'1""",73,86 kg / 190 lbs,190,LW/C,L,L,2000,1,14,Colorado Avalanche,1999-2000,Czech Republic U18,WJC-18,Regular Season,6,4,1,5,0,2
8710,Vaclav Nedorost,1982-03-16,1982,03,16,"Ceske Budejovice, CZE",Czech Rep.,"186 cm / 6'1""",73,86 kg / 190 lbs,190,LW/C,L,L,2000,1,14,Colorado Avalanche,1999-2000,Czech Republic U20,WJC-20,Regular Season,7,0,1,1,6,4
21005,Artyom Kryukov,1982-03-05,1982,03,05,"Novosibirsk, RUS",Russia,"193 cm / 6'4""",76,100 kg / 220 lbs,220,C,C,L,2000,1,15,Buffalo Sabres,1999-2000,Torpedo Yaroslavl,Russia,Regular Season,3,0,0,0,4,Null
21005,Artyom Kryukov,1982-03-05,1982,03,05,"Novosibirsk, RUS",Russia,"193 cm / 6'4""",76,100 kg / 220 lbs,220,C,C,L,2000,1,15,Buffalo Sabres,1999-2000,Torpedo Yaroslavl-2,Russia3,Regular Season,15,4,5,9,14,Null
4532,Marcel Hossa,1981-10-12,1981,10,12,"Ilava, SVK",Slovakia,"187 cm / 6'2""",74,99 kg / 218 lbs,218,LW/RW,L,L,2000,1,16,Montreal Canadiens,1999-2000,Portland Winter Hawks,WHL,Regular Season,60,24,29,53,58,-8
4532,Marcel Hossa,1981-10-12,1981,10,12,"Ilava, SVK",Slovakia,"187 cm / 6'2""",74,99 kg / 218 lbs,218,LW/RW,L,L,2000,1,16,Montreal Canadiens,1999-2000,Slovakia U20,WJC-20,Regular Season,7,0,1,1,8,-1
9353,Alexei Mikhnov,1982-08-31,1982,08,31,"Kiev, UKR",Russia,"196 cm / 6'5""",77,108 kg / 238 lbs,238,LW/RW,L,L,2000,1,17,Edmonton Oilers,1999-2000,Lokomotiv Yaroslavl-2,Russia3,Regular Season,53,24,17,41,4,Null
8939,Brooks Orpik,1980-09-26,1980,09,26,"San Francisco, CA, USA",USA,"189 cm / 6'2""",74,100 kg / 220 lbs,220,D,D,L,2000,1,18,Pittsburgh Penguins,1999-2000,Boston College,NCAA,Regular Season,38,1,9,10,102,0
8939,Brooks Orpik,1980-09-26,1980,09,26,"San Francisco, CA, USA",USA,"189 cm / 6'2""",74,100 kg / 220 lbs,220,D,D,L,2000,1,18,Pittsburgh Penguins,1999-2000,USA U20,WJC-20,Regular Season,7,1,1,2,6,3
8716,Krys Kolanos,1981-07-27,1981,07,27,"Calgary, AB, CAN",Canada,"191 cm / 6'3""",75,93 kg / 205 lbs,205,C/W,C,R,2000,1,19,Arizona Coyotes,1999-2000,Boston College,NCAA,Regular Season,42,16,16,32,48,0
8591,Alexander Frolov,1982-06-19,1982,06,19,"Moskva, RUS",Russia,"188 cm / 6'2""",74,93 kg / 205 lbs,205,LW,L,R,2000,1,20,Los Angeles Kings,1999-2000,Lokomotiv Yaroslavl-2,Russia3,Regular Season,25,11,13,24,10,Null
8591,Alexander Frolov,1982-06-19,1982,06,19,"Moskva, RUS",Russia,"188 cm / 6'2""",74,93 kg / 205 lbs,205,LW,L,R,2000,1,20,Los Angeles Kings,1999-2000,Russia U18,WJC-18,Regular Season,6,5,1,6,10,5
8660,Anton Volchenkov,1982-02-25,1982,02,25,"Moskva, RUS",Russia,"187 cm / 6'2""",74,100 kg / 220 lbs,220,D,D,L,2000,1,21,Ottawa Senators,1999-2000,CSKA Moskva-2,Russia3,Regular Season,6,0,1,1,10,Null
8660,Anton Volchenkov,1982-02-25,1982,02,25,"Moskva, RUS",Russia,"187 cm / 6'2""",74,100 kg / 220 lbs,220,D,D,L,2000,1,21,Ottawa Senators,1999-2000,CSKA Moskva,Russia2,Regular Season,31,2,9,11,40,Null
8660,Anton Volchenkov,1982-02-25,1982,02,25,"Moskva, RUS",Russia,"187 cm / 6'2""",74,100 kg / 220 lbs,220,D,D,L,2000,1,21,Ottawa Senators,1999-2000,Russia U18,WJC-18,Regular Season,6,1,0,1,6,11
9038,David Hale,1981-06-18,1981,06,18,"Colorado Springs, CO, USA",USA,"188 cm / 6'2""",74,105 kg / 231 lbs,231,D,D,L,2000,1,22,New Jersey Devils,1999-2000,Sioux City Musketeers,USHL,Regular Season,54,6,18,24,187,Null
9038,David Hale,1981-06-18,1981,06,18,"Colorado Springs, CO, USA",USA,"188 cm / 6'2""",74,105 kg / 231 lbs,231,D,D,L,2000,1,22,New Jersey Devils,1999-2000,Sioux City Musketeers,USHL,Playoffs,5,0,2,2,6, 
11028,Nathan Smith,1982-02-09,1982,02,09,"Strathcona, AB, CAN",Canada,"188 cm / 6'2""",74,94 kg / 207 lbs,207,C,C,L,2000,1,23,Vancouver Canucks,1999-2000,Swift Current Broncos,WHL,Regular Season,70,21,28,49,72,10
11028,Nathan Smith,1982-02-09,1982,02,09,"Strathcona, AB, CAN",Canada,"188 cm / 6'2""",74,94 kg / 207 lbs,207,C,C,L,2000,1,23,Vancouver Canucks,1999-2000,Swift Current Broncos,WHL,Playoffs,12,1,6,7,4,0 
9092,Brad Boyes,1982-04-17,1982,04,17,"Mississauga, ON, CAN",Canada,"184 cm / 6'0""",72,90 kg / 198 lbs,198,RW,R,R,2000,1,24,Toronto Maple Leafs,1999-2000,Erie Otters,OHL,Regular Season,68,36,46,82,38,8
9092,Brad Boyes,1982-04-17,1982,04,17,"Mississauga, ON, CAN",Canada,"184 cm / 6'0""",72,90 kg / 198 lbs,198,RW,R,R,2000,1,24,Toronto Maple Leafs,1999-2000,Erie Otters,OHL,Playoffs,13,6,8,14,10,-2 
8944,Steve Ott,1982-08-19,1982,08,19,"Summerside, PE, CAN",Canada,"184 cm / 6'0""",72,86 kg / 190 lbs,190,C/W,C,L,2000,1,25,Dallas Stars,1999-2000,Windsor Spitfires,OHL,Regular Season,66,23,39,62,131,-9
8944,Steve Ott,1982-08-19,1982,08,19,"Summerside, PE, CAN",Canada,"184 cm / 6'0""",72,86 kg / 190 lbs,190,C/W,C,L,2000,1,25,Dallas Stars,1999-2000,Windsor Spitfires,OHL,Playoffs,12,3,5,8,21,-10 
8898,Brian Sutherby,1982-03-01,1982,03,01,"Edmonton, AB, CAN",Canada,"188 cm / 6'2""",74,95 kg / 209 lbs,209,C,C,L,2000,1,26,Washington Capitals,1999-2000,Moose Jaw Warriors,WHL,Regular Season,47,18,17,35,102,-11
8898,Brian Sutherby,1982-03-01,1982,03,01,"Edmonton, AB, CAN",Canada,"188 cm / 6'2""",74,95 kg / 209 lbs,209,C,C,L,2000,1,26,Washington Capitals,1999-2000,Moose Jaw Warriors,WHL,Playoffs,4,1,1,2,12,-5 
461,Martin Samuelsson,1982-01-25,1982,01,25,"Upplands Vasby, SWE",Sweden,"189 cm / 6'2""",74,98 kg / 216 lbs,216,RW,R,L,2000,1,27,Boston Bruins,1999-2000,MODO Hockey J18,J18 Allsvenskan,Regular Season,0,0,0,0,0,Null
461,Martin Samuelsson,1982-01-25,1982,01,25,"Upplands Vasby, SWE",Sweden,"189 cm / 6'2""",74,98 kg / 216 lbs,216,RW,R,L,2000,1,27,Boston Bruins,1999-2000,MODO Hockey J18,J18 Allsvenskan,Playoffs,6,3,0,3,4, 
461,Martin Samuelsson,1982-01-25,1982,01,25,"Upplands Vasby, SWE",Sweden,"189 cm / 6'2""",74,98 kg / 216 lbs,216,RW,R,L,2000,1,27,Boston Bruins,1999-2000,MODO Hockey J20,SuperElit,Regular Season,19,9,8,17,18,Null
461,Martin Samuelsson,1982-01-25,1982,01,25,"Upplands Vasby, SWE",Sweden,"189 cm / 6'2""",74,98 kg / 216 lbs,216,RW,R,L,2000,1,27,Boston Bruins,1999-2000,MODO Hockey J20,SuperElit,Playoffs,2,1,0,1,2, 
461,Martin Samuelsson,1982-01-25,1982,01,25,"Upplands Vasby, SWE",Sweden,"189 cm / 6'2""",74,98 kg / 216 lbs,216,RW,R,L,2000,1,27,Boston Bruins,1999-2000,Sweden U18,WJC-18,Regular Season,6,3,5,8,6,6
461,Martin Samuelsson,1982-01-25,1982,01,25,"Upplands Vasby, SWE",Sweden,"189 cm / 6'2""",74,98 kg / 216 lbs,216,RW,R,L,2000,1,27,Boston Bruins,1999-2000,Sweden U18 (all),International-Jr,Regular Season,7,3,5,8,8,Null
4506,Justin Williams,1981-10-04,1981,10,04,"Cobourg, ON, CAN",Canada,"185 cm / 6'1""",73,84 kg / 185 lbs,185,RW,R,R,2000,1,28,Philadelphia Flyers,1999-2000,Plymouth Whalers,OHL,Regular Season,68,37,46,83,46,47
4506,Justin Williams,1981-10-04,1981,10,04,"Cobourg, ON, CAN",Canada,"185 cm / 6'1""",73,84 kg / 185 lbs,185,RW,R,R,2000,1,28,Philadelphia Flyers,1999-2000,Plymouth Whalers,OHL,Playoffs,23,14,16,30,10,10 
69,Niklas Kronwall,1981-01-12,1981,01,12,"Stockholm, SWE",Sweden,"182 cm / 6'0""",72,88 kg / 194 lbs,194,D,D,L,2000,1,29,Detroit Red Wings,1999-2000,Djurgardens IF,SHL,Regular Season,37,1,4,5,16,0
69,Niklas Kronwall,1981-01-12,1981,01,12,"Stockholm, SWE",Sweden,"182 cm / 6'0""",72,88 kg / 194 lbs,194,D,D,L,2000,1,29,Detroit Red Wings,1999-2000,Djurgardens IF,SHL,Playoffs,8,0,0,0,8,3 
69,Niklas Kronwall,1981-01-12,1981,01,12,"Stockholm, SWE",Sweden,"182 cm / 6'0""",72,88 kg / 194 lbs,194,D,D,L,2000,1,29,Detroit Red Wings,1999-2000,Sweden U20,WJC-20,Regular Season,7,5,1,6,10,7
69,Niklas Kronwall,1981-01-12,1981,01,12,"Stockholm, SWE",Sweden,"182 cm / 6'0""",72,88 kg / 194 lbs,194,D,D,L,2000,1,29,Detroit Red Wings,1999-2000,Sweden U20 (all),International-Jr,Regular Season,15,7,2,9,28,Null
9385,Jeff Taffe,1981-02-19,1981,02,19,"Hastings, MN, USA",USA,"191 cm / 6'3""",75,96 kg / 212 lbs,212,C,C,L,2000,1,30,St. Louis Blues,1999-2000,Univ. of Minnesota,NCAA,Regular Season,39,10,10,20,22,Null
9385,Jeff Taffe,1981-02-19,1981,02,19,"Hastings, MN, USA",USA,"191 cm / 6'3""",75,96 kg / 212 lbs,212,C,C,L,2000,1,30,St. Louis Blues,1999-2000,USA U20,WJC-20,Regular Season,7,1,4,5,2,1
9558,Ilya Nikulin,1982-03-12,1982,03,12,"Moskva, RUS",Russia,"190 cm / 6'3""",75,101 kg / 223 lbs,223,D,D,L,2000,2,31,Atlanta Thrashers,1999-2000,Dynamo Moskva-2,Russia3,Regular Season,4,2,1,3,10,Null
9558,Ilya Nikulin,1982-03-12,1982,03,12,"Moskva, RUS",Russia,"190 cm / 6'3""",75,101 kg / 223 lbs,223,D,D,L,2000,2,31,Atlanta Thrashers,1999-2000,THK Tver,Russia2,Regular Season,39,3,6,9,84,Null
9558,Ilya Nikulin,1982-03-12,1982,03,12,"Moskva, RUS",Russia,"190 cm / 6'3""",75,101 kg / 223 lbs,223,D,D,L,2000,2,31,Atlanta Thrashers,1999-2000,Russia U18,WJC-18,Regular Season,6,1,1,2,10,2
7503,Tomas Kurka,1981-12-14,1981,12,14,"Most, CZE",Czech Rep.,"182 cm / 6'0""",72,99 kg / 218 lbs,218,LW/RW,L,L,2000,2,32,Carolina Hurricanes,1999-2000,Plymouth Whalers,OHL,Regular Season,64,36,28,64,37,20
7503,Tomas Kurka,1981-12-14,1981,12,14,"Most, CZE",Czech Rep.,"182 cm / 6'0""",72,99 kg / 218 lbs,218,LW/RW,L,L,2000,2,32,Carolina Hurricanes,1999-2000,Plymouth Whalers,OHL,Playoffs,17,7,6,13,6,4 
8597,Nick Schultz,1982-08-25,1982,08,25,"Strasbourg, SK, CAN",Canada,"185 cm / 6'1""",73,92 kg / 203 lbs,203,D,D,L,2000,2,33,Minnesota Wild,1999-2000,Prince Albert Raiders,WHL,Regular Season,72,11,33,44,38,-24
8597,Nick Schultz,1982-08-25,1982,08,25,"Strasbourg, SK, CAN",Canada,"185 cm / 6'1""",73,92 kg / 203 lbs,203,D,D,L,2000,2,33,Minnesota Wild,1999-2000,Prince Albert Raiders,WHL,Playoffs,6,0,3,3,2,-2 
9562,Ruslan Zainullin,1982-02-14,1982,02,14,"Kazan, RUS",Russia,"189 cm / 6'2""",74,102 kg / 225 lbs,225,RW,R,L,2000,2,34,Tampa Bay Lightning,1999-2000,Neftyanik Leninogorsk,Russia2,Regular Season,2,2,0,2,2,Null
9562,Ruslan Zainullin,1982-02-14,1982,02,14,"Kazan, RUS",Russia,"189 cm / 6'2""",74,102 kg / 225 lbs,225,RW,R,L,2000,2,34,Tampa Bay Lightning,1999-2000,Ak Bars Kazan,Russia,Regular Season,14,1,1,2,4,Null
9562,Ruslan Zainullin,1982-02-14,1982,02,14,"Kazan, RUS",Russia,"189 cm / 6'2""",74,102 kg / 225 lbs,225,RW,R,L,2000,2,34,Tampa Bay Lightning,1999-2000,Ak Bars Kazan-2,Russia3,Regular Season,16,16,4,20,12,Null
9562,Ruslan Zainullin,1982-02-14,1982,02,14,"Kazan, RUS",Russia,"189 cm / 6'2""",74,102 kg / 225 lbs,225,RW,R,L,2000,2,34,Tampa Bay Lightning,1999-2000,Russia U18,WJC-18,Regular Season,6,3,4,7,8,11
8830,Brad Winchester,1981-03-01,1981,03,01,"Madison, WI, USA",USA,"195 cm / 6'5""",77,104 kg / 229 lbs,229,LW,L,L,2000,2,35,Edmonton Oilers,1999-2000,Univ. of Wisconsin,NCAA,Regular Season,33,9,9,18,48,Null
8830,Brad Winchester,1981-03-01,1981,03,01,"Madison, WI, USA",USA,"195 cm / 6'5""",77,104 kg / 229 lbs,229,LW,L,L,2000,2,35,Edmonton Oilers,1999-2000,USA U20,WJC-20,Regular Season,7,0,0,0,6,-2
355,Daniel Widing,1982-04-13,1982,04,13,"Gavle, SWE",Sweden,"184 cm / 6'0""",72,95 kg / 209 lbs,209,RW,R,R,2000,2,36,Nashville Predators,1999-2000,Leksands IF J18,J18 Allsvenskan,Regular Season,1,2,0,2,2,Null
355,Daniel Widing,1982-04-13,1982,04,13,"Gavle, SWE",Sweden,"184 cm / 6'0""",72,95 kg / 209 lbs,209,RW,R,R,2000,2,36,Nashville Predators,1999-2000,Leksands IF J18,J18 Allsvenskan,Playoffs,5,0,1,1,18, 
355,Daniel Widing,1982-04-13,1982,04,13,"Gavle, SWE",Sweden,"184 cm / 6'0""",72,95 kg / 209 lbs,209,RW,R,R,2000,2,36,Nashville Predators,1999-2000,Leksands IF J20,SuperElit,Regular Season,34,15,12,27,65,Null
355,Daniel Widing,1982-04-13,1982,04,13,"Gavle, SWE",Sweden,"184 cm / 6'0""",72,95 kg / 209 lbs,209,RW,R,R,2000,2,36,Nashville Predators,1999-2000,Leksands IF J20,SuperElit,Playoffs,2,1,0,1,4, 
355,Daniel Widing,1982-04-13,1982,04,13,"Gavle, SWE",Sweden,"184 cm / 6'0""",72,95 kg / 209 lbs,209,RW,R,R,2000,2,36,Nashville Predators,1999-2000,Leksands IF,SHL,Regular Season,3,0,0,0,2,0
355,Daniel Widing,1982-04-13,1982,04,13,"Gavle, SWE",Sweden,"184 cm / 6'0""",72,95 kg / 209 lbs,209,RW,R,R,2000,2,36,Nashville Predators,1999-2000,Sweden U18,WJC-18,Regular Season,6,0,2,2,10,1
355,Daniel Widing,1982-04-13,1982,04,13,"Gavle, SWE",Sweden,"184 cm / 6'0""",72,95 kg / 209 lbs,209,RW,R,R,2000,2,36,Nashville Predators,1999-2000,Sweden U18 (all),International-Jr,Regular Season,17,1,4,5,24,Null
9052,Andy Hilbert,1981-02-06,1981,02,06,"Howell, MI, USA",USA,"180 cm / 5'11""",71,88 kg / 194 lbs,194,C,C,L,2000,2,37,Boston Bruins,1999-2000,Univ. of Michigan,NCAA,Regular Season,38,17,16,33,43,7
9052,Andy Hilbert,1981-02-06,1981,02,06,"Howell, MI, USA",USA,"180 cm / 5'11""",71,88 kg / 194 lbs,194,C,C,L,2000,2,37,Boston Bruins,1999-2000,USA U20,WJC-20,Regular Season,7,1,1,2,0,0
9642,Tomas Kopecky,1982-02-05,1982,02,05,"Ilava, SVK",Slovakia,"190 cm / 6'3""",75,95 kg / 209 lbs,209,W/C,W,L,2000,2,38,Detroit Red Wings,1999-2000,HK Dukla Trencin U20,Slovakia U20,Regular Season,14,8,9,17,12,Null
9642,Tomas Kopecky,1982-02-05,1982,02,05,"Ilava, SVK",Slovakia,"190 cm / 6'3""",75,95 kg / 209 lbs,209,W/C,W,L,2000,2,38,Detroit Red Wings,1999-2000,HK Dukla Trencin,Slovakia,Regular Season,52,3,4,7,24,Null
9642,Tomas Kopecky,1982-02-05,1982,02,05,"Ilava, SVK",Slovakia,"190 cm / 6'3""",75,95 kg / 209 lbs,209,W/C,W,L,2000,2,38,Detroit Red Wings,1999-2000,HK Dukla Trencin,Slovakia,Playoffs,5,0,0,0,0, 
9642,Tomas Kopecky,1982-02-05,1982,02,05,"Ilava, SVK",Slovakia,"190 cm / 6'3""",75,95 kg / 209 lbs,209,W/C,W,L,2000,2,38,Detroit Red Wings,1999-2000,Slovakia U18,WJC-18,Regular Season,1,0,0,0,0,0
9642,Tomas Kopecky,1982-02-05,1982,02,05,"Ilava, SVK",Slovakia,"190 cm / 6'3""",75,95 kg / 209 lbs,209,W/C,W,L,2000,2,38,Detroit Red Wings,1999-2000,Slovakia U20,WJC-20,Regular Season,7,0,2,2,4,3
